K16PRU11;8511100009;;;;;;
W20EPRU;8511100009;;;;;;
K20TT;8511100009;;;;;;
K20TT;8511100009;;;;;;
K20TT;8511100009;;;;;;
K20TT;8511100009;;;;;;
K20TT;8511100009;;;;;;
K20TT;8511100009;;;;;;
TV16TT;8511100009;;;;;;
K20TT;8511100009;;;;;;
K20TT;8511100009;;;;;;
K20TT;8511100009;;;;;;
Q20PRU11;8511100009;;;;;;
T20TT;8511100009;;;;;;
T20TT;8511100009;;;;;;
T20TT;8511100009;;;;;;
XU22HDR9;8511100009;;;;;;
W20TT;8511100009;;;;;;
K16PRU11;8511100009;;;;;;
K16PRU11;8511100009;;;;;;
XU22HDR9;8511100009;;;;;;
XU22HDR9;8511100009;;;;;;
KH16TT;8511100009;;;;;;
XU22HDR9;8511100009;;;;;;
KH16TT;8511100009;;;;;;
XU22HDR9;8511100009;;;;;;
KH20TT;8511100009;;;;;;
K20TT;8511100009;;;;;;
KJ20CRL11;8511100009;;;;;;
ITV16TT;8511100009;;;;;;
XUH22TT;8511100009;;;;;;
W20TT;8511100009;;;;;;
T20TT;8511100009;;;;;;
XU22TT;8511100009;;;;;;
TV16TT;8511100009;;;;;;
T20TT;8511100009;;;;;;
KH16TT;8511100009;;;;;;
KH20TT;8511100009;;;;;;
KH16TT;8511100009;;;;;;
TV16TT;8511100009;;;;;;
KJ20CRL11;8511100009;;;;;;
KJ20CRL11;8511100009;;;;;;
KJ20CRL11;8511100009;;;;;;
KJ20CRL11;8511100009;;;;;;
KJ20CRL11;8511100009;;;;;;
XU22HDR9;8511100009;;;;;;
T20TT;8511100009;;;;;;
DU040L;9603500009;;;;;;
K16TT;8511100009;;;;;;
KJ16CRL11;8511100009;;;;;;
T16TT;8511100009;;;;;;
W20EPRU11;8511100009;;;;;;
K20RU11;8511100009;;;;;;
K20PRU;8511100009;;;;;;
Q20TT;8511100009;;;;;;
K20PRU;8511100009;;;;;;
K20HRU11;8511100009;;;;;;
SC16HR11;8511100009;;;;;;
IXEH20TT;8511100009;;;;;;
PK16PRL11;8511100009;;;;;;
K20RU11;8511100009;;;;;;
K16PRU;8511100009;;;;;;
K16RU11;8511100009;;;;;;
K20PRU11;8511100009;;;;;;
K20TR11;8511100009;;;;;;
PK16PR11;8511100009;;;;;;
W20EPU;8511100009;;;;;;
Q16TT;8511100009;;;;;;
ITL16TT;8511100009;;;;;;
W20FPRU;8511100009;;;;;;
W16EPRU11;8511100009;;;;;;
PK22PR8;8511100009;;;;;;
PK22PR8;8511100009;;;;;;
PK22PR8;8511100009;;;;;;
